product_id,category,sub_category,brand,product_title,Img_URL,short_description,long_description,price,currency,discount_percentage,stock_quantity,rating,review_count,variants,specifications,tags,reviews
PHN022,Electronics,Smartphone,Realme,12 Pro Plus,null,Stylish camera phone,"Premium design with periscope zoom camera.",34999,INR,15,38,4.3,98,"[{""color"":""Explorer Red""}]","{""processor"":""Snapdragon 7s Gen 2"",""ram"":""12GB"",""storage"":""256GB"",""camera"":""64MP + 50MP Periscope"",""battery"":""5000mAh 67W"",""display"":""6.7 inch AMOLED 120Hz""}","[""realme"",""camera"",""periscope""]","[{""rating"":4,""comment"":""Zoom camera is impressive""},{""rating"":4,""comment"":""Premium look""}]"
PHN023,Electronics,Smartphone,Xiaomi,POCO F6,null,Performance beast,"High-end specs at mid-range price.",31999,INR,12,45,4.4,167,"[{""color"":""Black""}]","{""processor"":""Snapdragon 8s Gen 3"",""ram"":""12GB"",""storage"":""512GB"",""camera"":""50MP"",""battery"":""5000mAh 90W"",""display"":""6.67 inch AMOLED 120Hz""}","[""poco"",""gaming"",""performance""]","[{""rating"":5,""comment"":""Extremely fast""},{""rating"":4,""comment"":""Best performance under 35k""}]"
PHN024,Electronics,Smartphone,Apple,iPhone 15 Plus,null,Big screen iPhone,"Excellent battery life with large display.",74999,INR,8,20,4.7,134,"[{""color"":""Pink""}]","{""processor"":""A16 Bionic"",""ram"":""6GB"",""storage"":""128GB"",""camera"":""48MP"",""battery"":""4383mAh"",""display"":""6.7 inch Super Retina XDR""}","[""apple"",""plus"",""big screen""]","[{""rating"":5,""comment"":""Battery lasts forever""},{""rating"":4,""comment"":""Great for media""}]"
PHN025,Electronics,Smartphone,Samsung,Galaxy S24 Ultra,null,Ultimate Android flagship,"Best camera, S Pen and titanium build.",124999,INR,10,12,4.8,189,"[{""color"":""Titanium Gray""}]","{""processor"":""Snapdragon 8 Gen 3"",""ram"":""12GB"",""storage"":""256GB"",""camera"":""200MP"",""battery"":""5000mAh"",""display"":""6.8 inch Dynamic AMOLED 120Hz""}","[""samsung"",""ultra"",""spen"",""flagship""]","[{""rating"":5,""comment"":""Best Android phone""},{""rating"":5,""comment"":""Camera king""}]"
PHN026,Electronics,Smartphone,Motorola,Edge 50 Pro,null,Stylish vegan leather design,"Clean Android with good camera and fast charging.",37999,INR,15,32,4.4,87,"[{""color"":""Black""}]","{""processor"":""Snapdragon 7 Gen 3"",""ram"":""8GB"",""storage"":""256GB"",""camera"":""50MP"",""battery"":""4500mAh 125W"",""display"":""6.7 inch pOLED 120Hz""}","[""motorola"",""clean android""]","[{""rating"":4,""comment"":""Premium feel""},{""rating"":4,""comment"":""Fast charging""}]"
PHN027,Electronics,Smartphone,Xiaomi,Redmi Turbo 3,null,Speed focused phone,"Excellent performance with hyperOS.",25999,INR,18,50,4.3,112,"[{""color"":""Black""}]","{""processor"":""Snapdragon 8s Gen 3"",""ram"":""12GB"",""storage"":""256GB"",""camera"":""50MP"",""battery"":""5000mAh 90W"",""display"":""6.67 inch AMOLED 120Hz""}","[""xiaomi"",""turbo"",""performance""]","[{""rating"":5,""comment"":""Very fast""},{""rating"":4,""comment"":""Great specs""}]"
PHN028,Electronics,Smartphone,Google,Pixel 9 Pro,null,AI powered flagship,"Best camera and software experience.",89999,INR,8,18,4.8,76,"[{""color"":""Obsidian""}]","{""processor"":""Tensor G4"",""ram"":""16GB"",""storage"":""256GB"",""camera"":""50MP Triple"",""battery"":""4700mAh"",""display"":""6.3 inch LTPO OLED 120Hz""}","[""google"",""pixel"",""ai"",""camera""]","[{""rating"":5,""comment"":""Magic Editor is awesome""},{""rating"":5,""comment"":""Pure Android""}]"
PHN029,Electronics,Smartphone,OnePlus,Nord 4,null,Metal unibody design,"Unique design with flagship level performance.",29999,INR,15,40,4.4,105,"[{""color"":""Mercurial Silver""}]","{""processor"":""Snapdragon 7+ Gen 3"",""ram"":""8GB"",""storage"":""256GB"",""camera"":""50MP"",""battery"":""5500mAh 100W"",""display"":""6.74 inch AMOLED 120Hz""}","[""oneplus"",""nord"",""premium design""]","[{""rating"":5,""comment"":""Build quality is premium""},{""rating"":4,""comment"":""Smooth experience""}]"
PHN030,Electronics,Smartphone,Vivo,T3 Pro,null,Good performance with stylish look,"Balanced mid-range with AMOLED display.",23999,INR,20,55,4.2,89,"[{""color"":""Emerald Green""}]","{""processor"":""Snapdragon 7 Gen 3"",""ram"":""8GB"",""storage"":""128GB"",""camera"":""50MP"",""battery"":""5500mAh 45W"",""display"":""6.77 inch AMOLED 120Hz""}","[""vivo"",""midrange""]","[{""rating"":4,""comment"":""Nice display""},{""rating"":4,""comment"":""Good battery""}]"
PHN031,Electronics,Smartphone,Apple,iPhone 16e,null,Most affordable iPhone,"Great performance at lower price point.",59999,INR,10,30,4.5,98,"[{""color"":""Black""}]","{""processor"":""A18"",""ram"":""6GB"",""storage"":""128GB"",""camera"":""48MP"",""battery"":""3561mAh"",""display"":""6.1 inch Super Retina XDR""}","[""apple"",""budget iphone""]","[{""rating"":4,""comment"":""Best entry iPhone""},{""rating"":5,""comment"":""Smooth as always""}]"
PHN032,Electronics,Smartphone,Samsung,Galaxy A36,null,Upcoming mid-range,"Improved display and camera in A-series.",31999,INR,12,35,4.3,67,"[{""color"":""Light Green""}]","{""processor"":""Exynos 1580"",""ram"":""8GB"",""storage"":""128GB"",""camera"":""50MP"",""battery"":""5000mAh"",""display"":""6.7 inch Super AMOLED 120Hz""}","[""samsung"",""a series""]","[{""rating"":4,""comment"":""Good all-round phone""},{""rating"":4,""comment"":""Reliable brand""}]"
PHN033,Electronics,Smartphone,Nothing,Phone (2a) Plus,null,Unique transparent design,"Clean software with Glyph interface.",27999,INR,15,40,4.4,124,"[{""color"":""White""}]","{""processor"":""Dimensity 7200 Pro"",""ram"":""12GB"",""storage"":""256GB"",""camera"":""50MP"",""battery"":""5000mAh 50W"",""display"":""6.7 inch AMOLED 120Hz""}","[""nothing"",""unique"",""glyph""]","[{""rating"":5,""comment"":""Coolest design""},{""rating"":4,""comment"":""Clean software""}]"
PHN034,Electronics,Smartphone,Xiaomi,Redmi K80 Pro,null,Flagship performance,"Top specs with excellent charging.",49999,INR,10,22,4.6,78,"[{""color"":""Black""}]","{""processor"":""Snapdragon 8 Gen 4"",""ram"":""16GB"",""storage"":""512GB"",""camera"":""50MP"",""battery"":""6000mAh 120W"",""display"":""6.78 inch AMOLED 120Hz""}","[""xiaomi"",""flagship"",""k series""]","[{""rating"":5,""comment"":""Monster performance""},{""rating"":5,""comment"":""Fastest charging""}]"
PHN035,Electronics,Smartphone,Realme,GT Neo 6,null,High refresh rate gaming,"Smooth gaming experience with bright display.",33999,INR,18,30,4.4,92,"[{""color"":""Silver""}]","{""processor"":""Snapdragon 8s Gen 3"",""ram"":""12GB"",""storage"":""256GB"",""camera"":""50MP"",""battery"":""5500mAh 120W"",""display"":""6.78 inch 1.5K 120Hz""}","[""realme"",""gt"",""gaming""]","[{""rating"":5,""comment"":""Super smooth display""},{""rating"":4,""comment"":""Great for gaming""}]"
PHN036,Electronics,Smartphone,Oppo,Reno12 Pro,null,Stylish selfie and camera phone,"Premium design with excellent front camera.",37999,INR,12,25,4.3,85,"[{""color"":""Gold""}]","{""processor"":""Dimensity 7300"",""ram"":""12GB"",""storage"":""256GB"",""camera"":""50MP + 50MP Front"",""battery"":""5000mAh 80W"",""display"":""6.7 inch AMOLED 120Hz""}","[""oppo"",""reno"",""selfie""]","[{""rating"":4,""comment"":""Beautiful design""},{""rating"":5,""comment"":""Selfies are great""}]"
PHN037,Electronics,Smartphone,Apple,iPhone 16 Plus,null,Large screen iPhone 16,"Best battery life in iPhone 16 series.",89999,INR,7,18,4.8,105,"[{""color"":""Ultramarine""}]","{""processor"":""A18"",""ram"":""8GB"",""storage"":""256GB"",""camera"":""48MP Fusion"",""battery"":""4006mAh"",""display"":""6.7 inch Super Retina XDR 120Hz""}","[""apple"",""16 plus"",""big battery""]","[{""rating"":5,""comment"":""Huge battery life""},{""rating"":5,""comment"":""Perfect size""}]"
PHN038,Electronics,Smartphone,Xiaomi,Redmi Note 14 Pro Plus,null,Premium Note series phone,"Excellent camera and fast charging in mid-range.",27999,INR,15,48,4.4,156,"[{""color"":""Black"",""storage"":""256GB""},{""color"":""Purple"",""storage"":""512GB""}]","{""processor"":""Dimensity 7300 Ultra"",""ram"":""12GB"",""storage"":""256GB"",""camera"":""200MP"",""battery"":""6200mAh 90W"",""display"":""6.67 inch 1.5K AMOLED 120Hz""}","[""xiaomi"",""redmi"",""fast charging""]","[{""rating"":5,""comment"":""Huge battery""},{""rating"":4,""comment"":""Camera performs well""}]"
PHN039,Electronics,Smartphone,Apple,iPhone 16 Pro Max,null,The ultimate iPhone,"Best camera, display and battery in iPhone 16 series.",144999,INR,5,12,4.9,134,"[{""color"":""Titanium Black""}]","{""processor"":""A18 Pro"",""ram"":""8GB"",""storage"":""256GB"",""camera"":""48MP Fusion Triple"",""battery"":""4682mAh"",""display"":""6.9 inch Super Retina XDR 120Hz""}","[""apple"",""pro max"",""flagship""]","[{""rating"":5,""comment"":""Best iPhone ever""},{""rating"":5,""comment"":""Insane battery life""}]"
PHN040,Electronics,Smartphone,Samsung,Galaxy S24 FE,null,Fan favourite flagship experience,"Compact and powerful with excellent cameras.",49999,INR,12,30,4.5,112,"[{""color"":""Graphite""}]","{""processor"":""Exynos 2400e"",""ram"":""8GB"",""storage"":""128GB"",""camera"":""50MP Triple"",""battery"":""4700mAh"",""display"":""6.7 inch Dynamic AMOLED 120Hz""}","[""samsung"",""fe"",""fan edition""]","[{""rating"":5,""comment"":""Great balance""},{""rating"":4,""comment"":""Clean software""}]"
PHN041,Electronics,Smartphone,OnePlus,13R,null,Latest flagship killer,"Outstanding performance and charging speed.",45999,INR,10,25,4.6,98,"[{""color"":""Cool Blue""}]","{""processor"":""Snapdragon 8 Gen 3"",""ram"":""12GB"",""storage"":""256GB"",""camera"":""50MP"",""battery"":""6000mAh 100W"",""display"":""6.78 inch AMOLED 120Hz""}","[""oneplus"",""13r"",""performance""]","[{""rating"":5,""comment"":""Extremely fast""},{""rating"":5,""comment"":""Best charging""}]"
PHN042,Electronics,Smartphone,Google,Pixel 9a,null,Best camera under 40k,"Pure Android with magical camera.",39999,INR,12,35,4.6,87,"[{""color"":""Peach""}]","{""processor"":""Tensor G4"",""ram"":""8GB"",""storage"":""128GB"",""camera"":""48MP"",""battery"":""5000mAh"",""display"":""6.1 inch OLED 120Hz""}","[""google"",""pixel"",""camera""]","[{""rating"":5,""comment"":""Photos are incredible""},{""rating"":4,""comment"":""Clean experience""}]"
PHN043,Electronics,Smartphone,Xiaomi,POCO X7 Pro,null,New performance king,"High performance with premium features.",29999,INR,18,52,4.4,124,"[{""color"":""Yellow""}]","{""processor"":""Dimensity 8400 Ultra"",""ram"":""12GB"",""storage"":""256GB"",""camera"":""50MP"",""battery"":""6000mAh 90W"",""display"":""6.67 inch 1.5K AMOLED 120Hz""}","[""poco"",""gaming"",""performance""]","[{""rating"":5,""comment"":""Beast for gaming""},{""rating"":4,""comment"":""Great value""}]"
PHN044,Electronics,Smartphone,Realme,13 Pro Plus,null,Camera focused stylish phone,"Premium curved display with good zoom camera.",35999,INR,15,30,4.3,76,"[{""color"":""Monet Gold""}]","{""processor"":""Snapdragon 7s Gen 3"",""ram"":""12GB"",""storage"":""256GB"",""camera"":""200MP Periscope"",""battery"":""5200mAh 80W"",""display"":""6.7 inch Curved AMOLED""}","[""realme"",""camera phone""]","[{""rating"":4,""comment"":""Beautiful design""},{""rating"":4,""comment"":""Good zoom""}]"
PHN045,Electronics,Smartphone,Samsung,Galaxy Z Flip6,null,Premium foldable flip phone,"Compact and stylish foldable with good cameras.",99999,INR,10,15,4.5,68,"[{""color"":""Silver""}]","{""processor"":""Snapdragon 8 Gen 3"",""ram"":""12GB"",""storage"":""256GB"",""camera"":""50MP"",""battery"":""4000mAh"",""display"":""6.7 inch Foldable AMOLED""}","[""samsung"",""foldable"",""z flip""]","[{""rating"":5,""comment"":""Very stylish""},{""rating"":4,""comment"":""Fun to use""}]"
PHN046,Electronics,Smartphone,Vivo,V40 Pro,null,Excellent selfie & portrait phone,"Premium design with Zeiss tuned cameras.",37999,INR,12,28,4.4,92,"[{""color"":""Crystal Black""}]","{""processor"":""Dimensity 9200+"",""ram"":""12GB"",""storage"":""256GB"",""camera"":""50MP Zeiss"",""battery"":""5500mAh 80W"",""display"":""6.78 inch AMOLED 120Hz""}","[""vivo"",""zeiss"",""selfie""]","[{""rating"":5,""comment"":""Best portraits""},{""rating"":4,""comment"":""Premium feel""}]"
PHN047,Electronics,Smartphone,Apple,iPhone 16e Plus,null,Affordable large iPhone,"Great performance and battery in budget segment.",69999,INR,10,22,4.6,78,"[{""color"":""White""}]","{""processor"":""A18"",""ram"":""6GB"",""storage"":""128GB"",""camera"":""48MP"",""battery"":""4006mAh"",""display"":""6.7 inch Super Retina XDR""}","[""apple"",""budget"",""large screen""]","[{""rating"":5,""comment"":""Excellent battery""},{""rating"":4,""comment"":""Smooth iOS""}]"
PHN048,Electronics,Smartphone,Nothing,Phone 3,null,Unique transparent design,"Clean software with Glyph lights.",45999,INR,12,20,4.5,85,"[{""color"":""Black""}]","{""processor"":""Snapdragon 8s Gen 3"",""ram"":""12GB"",""storage"":""256GB"",""camera"":""50MP Dual"",""battery"":""5000mAh 50W"",""display"":""6.7 inch AMOLED 120Hz""}","[""nothing"",""unique design""]","[{""rating"":5,""comment"":""Coolest looking phone""},{""rating"":4,""comment"":""Fun Glyph interface""}]"
PHN049,Electronics,Smartphone,Xiaomi,Redmi K80,null,Balanced flagship,"Powerful yet affordable flagship.",42999,INR,15,25,4.5,67,"[{""color"":""Black""}]","{""processor"":""Snapdragon 8 Gen 4"",""ram"":""12GB"",""storage"":""256GB"",""camera"":""50MP"",""battery"":""5500mAh 120W"",""display"":""6.78 inch 2K AMOLED""}","[""xiaomi"",""flagship""]","[{""rating"":5,""comment"":""Super fast charging""},{""rating"":4,""comment"":""Great performance""}]"
PHN050,Electronics,Smartphone,Samsung,Galaxy A26,null,Entry level 5G smartphone,"Reliable daily use phone with good display.",22999,INR,20,60,4.2,134,"[{""color"":""Black""}]","{""processor"":""Exynos 1380"",""ram"":""6GB"",""storage"":""128GB"",""camera"":""50MP"",""battery"":""5000mAh"",""display"":""6.6 inch Super AMOLED""}","[""samsung"",""a series"",""budget""]","[{""rating"":4,""comment"":""Good for daily use""},{""rating"":4,""comment"":""Reliable brand""}]"
TAB001,Electronics,Tablet,AeroTech,AeroPad Ultra 11,null,Premium tablet for productivity and entertainment,"Large screen tablet perfect for work, streaming and creative tasks with stylus support.",45999,INR,5,30,4.5,89,"[{""color"":""Space Gray"",""storage"":""128GB""},{""color"":""Silver"",""storage"":""256GB""}]","{""processor"":""Snapdragon 870"",""ram"":""8GB"",""storage"":""128GB"",""display"":""11 inch 2K LCD"",""battery"":""8000mAh"",""stylus"":""Supported""}","[""tablet"",""productivity"",""stylus"",""entertainment""]","[{""rating"":5,""comment"":""Perfect for note-taking""},{""rating"":4,""comment"":""Great for watching movies""}]"
TAB002,Electronics,Tablet,Apple,iPad Air 6,null,Powerful and lightweight tablet,"Stunning 11-inch Liquid Retina display with M2 chip for smooth performance.",59999,INR,8,25,4.8,245,"[{""color"":""Space Gray"",""storage"":""128GB""},{""color"":""Blue"",""storage"":""256GB""}]","{""processor"":""Apple M2"",""ram"":""8GB"",""storage"":""128GB"",""display"":""11 inch Liquid Retina 120Hz"",""battery"":""28 hours video"",""os"":""iPadOS""}","[""apple"",""ipad"",""air"",""premium""]","[{""rating"":5,""comment"":""Super fast and smooth""},{""rating"":5,""comment"":""Best display""}]"
TAB003,Electronics,Tablet,Samsung,Galaxy Tab S9,null,Premium Android tablet,"Stunning AMOLED display with S Pen included.",67999,INR,10,18,4.7,178,"[{""color"":""Graphite"",""storage"":""128GB""}]","{""processor"":""Snapdragon 8 Gen 2"",""ram"":""8GB"",""storage"":""128GB"",""display"":""11 inch Dynamic AMOLED 120Hz"",""battery"":""8400mAh"",""s_pen"":""Included""}","[""samsung"",""galaxy tab"",""amoled"",""spen""]","[{""rating"":5,""comment"":""Display is gorgeous""},{""rating"":4,""comment"":""Great for drawing""}]"
TAB004,Electronics,Tablet,Lenovo,Tab P12,null,Productivity tablet with keyboard support,"Large screen tablet perfect for work and entertainment.",24999,INR,15,45,4.3,134,"[{""color"":""Gray"",""storage"":""128GB""}]","{""processor"":""MediaTek Dimensity 7050"",""ram"":""8GB"",""storage"":""128GB"",""display"":""12.7 inch 3K"",""battery"":""10200mAh""}","[""lenovo"",""productivity"",""large screen""]","[{""rating"":4,""comment"":""Good for studies""},{""rating"":4,""comment"":""Long battery life""}]"
TAB005,Electronics,Tablet,Xiaomi,Pad 6,null,Best value performance tablet,"Smooth experience with fast charging.",22999,INR,18,60,4.4,167,"[{""color"":""Black"",""storage"":""128GB""},{""color"":""Blue"",""storage"":""256GB""}]","{""processor"":""Snapdragon 870"",""ram"":""8GB"",""storage"":""128GB"",""display"":""11 inch 2.8K 144Hz"",""battery"":""8840mAh 33W""}","[""xiaomi"",""pad"",""value"",""high refresh""]","[{""rating"":5,""comment"":""Very smooth 144Hz""},{""rating"":4,""comment"":""Great performance""}]"
TAB006,Electronics,Tablet,Apple,iPad Pro 11 M4,null,Ultra powerful pro tablet,"Thinnest iPad ever with stunning Tandem OLED display.",99999,INR,6,12,4.9,98,"[{""color"":""Space Black"",""storage"":""256GB""}]","{""processor"":""Apple M4"",""ram"":""8GB"",""storage"":""256GB"",""display"":""11 inch Tandem OLED 120Hz"",""battery"":""28 hours""}","[""apple"",""ipad pro"",""m4"",""oled""]","[{""rating"":5,""comment"":""Insanely powerful""},{""rating"":5,""comment"":""Best tablet display""}]"
TAB007,Electronics,Tablet,Samsung,Galaxy Tab S9 FE,null,Feature packed mid-range,"Big screen with S Pen and long software support.",34999,INR,12,35,4.5,145,"[{""color"":""Gray""}]","{""processor"":""Exynos 1380"",""ram"":""6GB"",""storage"":""128GB"",""display"":""10.9 inch"",""battery"":""8000mAh"",""s_pen"":""Included""}","[""samsung"",""tab fe"",""spen""]","[{""rating"":5,""comment"":""Perfect size""},{""rating"":4,""comment"":""Good battery""}]"
TAB008,Electronics,Tablet,Lenovo,Tab M11,null,Affordable everyday tablet,"Reliable tablet for media and light productivity.",14999,INR,20,80,4.2,112,"[{""color"":""Gray""}]","{""processor"":""MediaTek Helio G88"",""ram"":""4GB"",""storage"":""128GB"",""display"":""11 inch 2K"",""battery"":""7040mAh""}","[""lenovo"",""budget"",""everyday""]","[{""rating"":4,""comment"":""Good for kids""},{""rating"":4,""comment"":""Decent performance""}]"
TAB009,Electronics,Tablet,Xiaomi,Pad 6S Pro,null,High performance flagship tablet,"Premium build with fast charging and great display.",44999,INR,10,22,4.6,89,"[{""color"":""Black"",""storage"":""256GB""}]","{""processor"":""Snapdragon 8 Gen 2"",""ram"":""12GB"",""storage"":""256GB"",""display"":""12.4 inch 3K 144Hz"",""battery"":""10000mAh 120W""}","[""xiaomi"",""pad"",""flagship""]","[{""rating"":5,""comment"":""Extremely fast charging""},{""rating"":5,""comment"":""Premium feel""}]"
TAB010,Electronics,Tablet,Apple,iPad 10th Gen,null,Best entry level iPad,"Great performance and vibrant display.",32999,INR,12,40,4.5,156,"[{""color"":""Silver""}]","{""processor"":""A14 Bionic"",""ram"":""4GB"",""storage"":""64GB"",""display"":""10.9 inch Liquid Retina"",""battery"":""28 hours""}","[""apple"",""ipad"",""entry level""]","[{""rating"":4,""comment"":""Perfect for students""},{""rating"":5,""comment"":""Smooth experience""}]"
TAB011,Electronics,Tablet,Samsung,Galaxy Tab A9 Plus,null,Large screen budget tablet,"Good for media consumption and multitasking.",18999,INR,18,65,4.3,98,"[{""color"":""Navy""}]","{""processor"":""Snapdragon 695"",""ram"":""8GB"",""storage"":""128GB"",""display"":""11 inch 1920x1200"",""battery"":""7040mAh""}","[""samsung"",""budget"",""large screen""]","[{""rating"":4,""comment"":""Nice big screen""},{""rating"":4,""comment"":""Good value""}]"
TAB012,Electronics,Tablet,Lenovo,Tab P11 Gen 2,null,Kids & family tablet,"Durable tablet with good display and stylus support.",21999,INR,15,38,4.4,76,"[{""color"":""Gray""}]","{""processor"":""MediaTek Helio G90T"",""ram"":""6GB"",""storage"":""128GB"",""display"":""11.5 inch 2K"",""stylus"":""Supported""}","[""lenovo"",""kids"",""family""]","[{""rating"":4,""comment"":""Good for kids""},{""rating"":4,""comment"":""Durable build""}]"
TAB013,Electronics,Tablet,Amazon,Fire HD 10,null,Best budget entertainment tablet,"Affordable tablet great for streaming and reading.",9999,INR,25,90,4.1,203,"[{""color"":""Black""}]","{""processor"":""Octa-core"",""ram"":""3GB"",""storage"":""32GB"",""display"":""10.1 inch FHD"",""battery"":""12 hours""}","[""amazon"",""fire"",""budget"",""entertainment""]","[{""rating"":4,""comment"":""Great for Netflix""},{""rating"":4,""comment"":""Very affordable""}]"
TAB014,Electronics,Tablet,Apple,iPad Mini 7,null,Portable powerful mini tablet,"Compact yet powerful with A17 Pro chip.",49999,INR,8,20,4.7,87,"[{""color"":""Space Gray""}]","{""processor"":""A17 Pro"",""ram"":""8GB"",""storage"":""128GB"",""display"":""8.3 inch Liquid Retina"",""battery"":""Up to 10 hours""}","[""apple"",""ipad mini"",""compact""]","[{""rating"":5,""comment"":""Perfect size for reading""},{""rating"":5,""comment"":""Very powerful""}]"
TAB015,Electronics,Tablet,Samsung,Galaxy Tab S10 Plus,null,Large premium Android tablet,"Premium build with excellent display and S Pen.",84999,INR,10,15,4.7,65,"[{""color"":""Moonstone Gray""}]","{""processor"":""Snapdragon 8 Gen 3"",""ram"":""12GB"",""storage"":""256GB"",""display"":""12.4 inch AMOLED 120Hz"",""battery"":""10090mAh""}","[""samsung"",""tab s"",""large"",""premium""]","[{""rating"":5,""comment"":""Huge beautiful screen""},{""rating"":5,""comment"":""Excellent performance""}]"
TAB016,Electronics,Tablet,Xiaomi,Pad 7,null,Next-gen balanced tablet,"Great performance with modern design.",27999,INR,15,40,4.4,92,"[{""color"":""Green""}]","{""processor"":""Snapdragon 7+ Gen 3"",""ram"":""8GB"",""storage"":""128GB"",""display"":""11.2 inch 3K 144Hz"",""battery"":""8850mAh""}","[""xiaomi"",""pad 7"",""balanced""]","[{""rating"":4,""comment"":""Smooth and fast""},{""rating"":4,""comment"":""Good battery""}]"
TAB017,Electronics,Tablet,Apple,iPad Air 6 13-inch,null,Large screen iPad Air,"Powerful M2 chip with bigger display for productivity and creativity.",74999,INR,8,18,4.8,156,"[{""color"":""Purple"",""storage"":""256GB""}]","{""processor"":""Apple M2"",""ram"":""8GB"",""storage"":""256GB"",""display"":""13 inch Liquid Retina 120Hz"",""battery"":""Up to 10 hours""}","[""apple"",""ipad air"",""large screen""]","[{""rating"":5,""comment"":""Perfect for drawing and editing""},{""rating"":5,""comment"":""Amazing screen size""}]"
TAB018,Electronics,Tablet,Samsung,Galaxy Tab S9 Ultra,null,Ultimate premium tablet,"Massive screen with powerful performance and S Pen.",109999,INR,10,12,4.8,98,"[{""color"":""Beige"",""storage"":""256GB""}]","{""processor"":""Snapdragon 8 Gen 2"",""ram"":""16GB"",""storage"":""256GB"",""display"":""14.6 inch Dynamic AMOLED 120Hz"",""battery"":""11200mAh"",""s_pen"":""Included""}","[""samsung"",""ultra"",""premium"",""large""]","[{""rating"":5,""comment"":""Best Android tablet""},{""rating"":5,""comment"":""Huge immersive display""}]"
TAB019,Electronics,Tablet,Lenovo,Tab P12 Pro,null,High performance productivity tablet,"Premium build with excellent stylus support.",32999,INR,12,28,4.4,87,"[{""color"":""Gray""}]","{""processor"":""Snapdragon 870"",""ram"":""8GB"",""storage"":""256GB"",""display"":""12.6 inch 2.5K OLED"",""battery"":""10200mAh""}","[""lenovo"",""oled"",""productivity""]","[{""rating"":5,""comment"":""Beautiful OLED screen""},{""rating"":4,""comment"":""Great for note taking""}]"
TAB020,Electronics,Tablet,Xiaomi,Pad 6 Max,null,Large screen entertainment tablet,"Big display with quad speakers for media consumption.",34999,INR,15,35,4.3,102,"[{""color"":""Black""}]","{""processor"":""Snapdragon 870"",""ram"":""8GB"",""storage"":""256GB"",""display"":""14 inch 2.8K 120Hz"",""battery"":""10000mAh""}","[""xiaomi"",""large screen"",""entertainment""]","[{""rating"":4,""comment"":""Excellent for movies""},{""rating"":4,""comment"":""Loud speakers""}]"
TAB021,Electronics,Tablet,Apple,iPad Pro 13 M4,null,Most powerful iPad,"Ultra-thin design with Tandem OLED and M4 chip.",139999,INR,5,10,4.9,76,"[{""color"":""Space Black"",""storage"":""512GB""}]","{""processor"":""Apple M4"",""ram"":""16GB"",""storage"":""512GB"",""display"":""13 inch Tandem OLED 120Hz"",""battery"":""Up to 10 hours""}","[""apple"",""ipad pro"",""m4"",""ultimate""]","[{""rating"":5,""comment"":""Insanely powerful""},{""rating"":5,""comment"":""Best tablet ever""}]"
TAB022,Electronics,Tablet,Samsung,Galaxy Tab A9,null,Best budget Samsung tablet,"Reliable and affordable for daily use.",12999,INR,20,75,4.2,134,"[{""color"":""Silver""}]","{""processor"":""Snapdragon 695"",""ram"":""4GB"",""storage"":""64GB"",""display"":""8.7 inch"",""battery"":""5100mAh""}","[""samsung"",""budget"",""entry level""]","[{""rating"":4,""comment"":""Good for kids""},{""rating"":4,""comment"":""Affordable""}]"
TAB023,Electronics,Tablet,Lenovo,Tab M10 Plus Gen 3,null,Family and kids friendly tablet,"Decent performance with widevine L1 support.",15999,INR,18,55,4.3,98,"[{""color"":""Gray""}]","{""processor"":""MediaTek Helio G80"",""ram"":""6GB"",""storage"":""128GB"",""display"":""10.6 inch 2K"",""battery"":""7700mAh""}","[""lenovo"",""kids"",""family""]","[{""rating"":4,""comment"":""Good for streaming""},{""rating"":4,""comment"":""Long battery""}]"
TAB024,Electronics,Tablet,Xiaomi,Pad 7 Pro,null,High refresh rate performance tablet,"Fast and smooth with excellent build quality.",37999,INR,12,30,4.5,89,"[{""color"":""White""}]","{""processor"":""Snapdragon 8s Gen 3"",""ram"":""12GB"",""storage"":""256GB"",""display"":""12.5 inch 3K 144Hz"",""battery"":""10000mAh 120W""}","[""xiaomi"",""pro"",""high refresh""]","[{""rating"":5,""comment"":""Super smooth""},{""rating"":5,""comment"":""Fast charging""}]"
TAB025,Electronics,Tablet,Apple,iPad 11th Gen,null,Latest standard iPad,"Improved performance and display.",42999,INR,10,32,4.6,112,"[{""color"":""Blue""}]","{""processor"":""A16 Bionic"",""ram"":""6GB"",""storage"":""128GB"",""display"":""10.9 inch Liquid Retina"",""battery"":""Up to 10 hours""}","[""apple"",""ipad"",""standard""]","[{""rating"":5,""comment"":""Great upgrade""},{""rating"":4,""comment"":""Perfect for students""}]"
TAB026,Electronics,Tablet,Samsung,Galaxy Tab S10 FE,null,Mid-range with S Pen,"Balanced performance and long software updates.",39999,INR,12,25,4.5,78,"[{""color"":""Gray""}]","{""processor"":""Exynos 1380"",""ram"":""8GB"",""storage"":""128GB"",""display"":""11 inch"",""battery"":""8000mAh"",""s_pen"":""Included""}","[""samsung"",""fe"",""spen""]","[{""rating"":5,""comment"":""Good value""},{""rating"":4,""comment"":""Nice display""}]"
TAB027,Electronics,Tablet,Amazon,Fire Max 11,null,Best Amazon tablet,"Fast performance with Alexa integration.",14999,INR,22,50,4.2,145,"[{""color"":""Black""}]","{""processor"":""MediaTek MT8188J"",""ram"":""4GB"",""storage"":""64GB"",""display"":""11 inch 2K"",""battery"":""14 hours""}","[""amazon"",""fire"",""alexa""]","[{""rating"":4,""comment"":""Great for Prime Video""},{""rating"":4,""comment"":""Affordable""}]"
